understat_game_id,tm_game_id,league,season,home,away,match_confidence
4435,2486844,ENG-Premier League,2014-2015,Hull,Manchester United,alias
4436,2486845,ENG-Premier League,2014-2015,Leicester,Queens Park Rangers,alias
4437,2486846,ENG-Premier League,2014-2015,Manchester City,Southampton,exact
4438,2486847,ENG-Premier League,2014-2015,Newcastle United,West Ham,alias
4439,2486848,ENG-Premier League,2014-2015,Stoke,Liverpool,alias
81,2577860,ENG-Premier League,2015-2016,Manchester United,Tottenham,alias
82,2577857,ENG-Premier League,2015-2016,Bournemouth,Aston Villa,exact
83,2577865,ENG-Premier League,2015-2016,Everton,Watford,exact
84,2577861,ENG-Premier League,2015-2016,Leicester,Sunderland,alias
85,2577863,ENG-Premier League,2015-2016,Norwich,Crystal Palace,alias
86,2577858,ENG-Premier League,2015-2016,Chelsea,Swansea,alias
87,2577859,ENG-Premier League,2015-2016,Newcastle United,Southampton,exact
88,2577862,ENG-Premier League,2015-2016,Arsenal,West Ham,alias
89,2577864,ENG-Premier League,2015-2016,Stoke,Liverpool,alias
90,2577866,ENG-Premier League,2015-2016,West Bromwich Albion,Manchester City,exact
91,2577885,ENG-Premier League,2015-2016,Aston Villa,Manchester United,exact
92,2577884,ENG-Premier League,2015-2016,Southampton,Everton,exact
93,2577888,ENG-Premier League,2015-2016,Sunderland,Norwich,alias
94,2577883,ENG-Premier League,2015-2016,Swansea,Newcastle United,alias
95,2577890,ENG-Premier League,2015-2016,Tottenham,Stoke,alias
96,2577892,ENG-Premier League,2015-2016,Watford,West Bromwich Albion,exact
97,2577891,ENG-Premier League,2015-2016,West Ham,Leicester,alias
98,2577889,ENG-Premier League,2015-2016,Crystal Palace,Arsenal,exact
99,2577887,ENG-Premier League,2015-2016,Manchester City,Chelsea,exact
100,2577886,ENG-Premier League,2015-2016,Liverpool,Bournemouth,exact
101,2577899,ENG-Premier League,2015-2016,Manchester United,Newcastle United,exact
102,2577897,ENG-Premier League,2015-2016,Norwich,Stoke,alias
103,2577900,ENG-Premier League,2015-2016,Sunderland,Swansea,alias
104,2577895,ENG-Premier League,2015-2016,Crystal Palace,Aston Villa,exact
105,2577902,ENG-Premier League,2015-2016,Leicester,Tottenham,alias
106,2577898,ENG-Premier League,2015-2016,West Ham,Bournemouth,alias
107,2577894,ENG-Premier League,2015-2016,West Bromwich Albion,Chelsea,exact
108,2577896,ENG-Premier League,2015-2016,Everton,Manchester City,exact
109,2577901,ENG-Premier League,2015-2016,Watford,Southampton,exact
110,2577893,ENG-Premier League,2015-2016,Arsenal,Liverpool,exact
111,2577946,ENG-Premier League,2015-2016,Newcastle United,Arsenal,exact
112,2577941,ENG-Premier League,2015-2016,Stoke,West Bromwich Albion,alias
113,2577942,ENG-Premier League,2015-2016,Aston Villa,Sunderland,exact
114,2577939,ENG-Premier League,2015-2016,Bournemouth,Leicester,alias
115,2577948,ENG-Premier League,2015-2016,Chelsea,Crystal Palace,exact
116,2577947,ENG-Premier League,2015-2016,Liverpool,West Ham,alias
117,2577940,ENG-Premier League,2015-2016,Manchester City,Watford,exact
118,2577949,ENG-Premier League,2015-2016,Tottenham,Everton,alias
119,2577943,ENG-Premier League,2015-2016,Southampton,Norwich,alias
120,2577944,ENG-Premier League,2015-2016,Swansea,Manchester United,alias
121,2577950,ENG-Premier League,2015-2016,Everton,Chelsea,exact
122,2577945,ENG-Premier League,2015-2016,Arsenal,Stoke,alias
123,2577952,ENG-Premier League,2015-2016,Crystal Palace,Manchester City,exact
124,2577953,ENG-Premier League,2015-2016,Watford,Swansea,alias
125,2577957,ENG-Premier League,2015-2016,West Bromwich Albion,Southampton,exact
126,2577956,ENG-Premier League,2015-2016,Norwich,Bournemouth,alias
127,2577958,ENG-Premier League,2015-2016,Manchester United,Liverpool,exact
128,2577951,ENG-Premier League,2015-2016,Sunderland,Tottenham,alias
129,2577955,ENG-Premier League,2015-2016,Leicester,Aston Villa,alias
130,2577954,ENG-Premier League,2015-2016,West Ham,Newcastle United,alias
131,2577960,ENG-Premier League,2015-2016,Chelsea,Arsenal,exact
132,2577962,ENG-Premier League,2015-2016,Newcastle United,Watford,exact
133,2577959,ENG-Premier League,2015-2016,Aston Villa,West Bromwich Albion,exact
134,2577968,ENG-Premier League,2015-2016,Bournemouth,Sunderland,exact
135,2577964,ENG-Premier League,2015-2016,Stoke,Leicester,alias
136,2577973,ENG-Premier League,2015-2016,Swansea,Everton,alias
137,2577965,ENG-Premier League,2015-2016,Manchester City,West Ham,alias
138,2577972,ENG-Premier League,2015-2016,Tottenham,Crystal Palace,alias
139,2577966,ENG-Premier League,2015-2016,Southampton,Manchester United,exact
140,2577963,ENG-Premier League,2015-2016,Liverpool,Norwich,alias
141,2577969,ENG-Premier League,2015-2016,Tottenham,Manchester City,alias
142,2577976,ENG-Premier League,2015-2016,Southampton,Swansea,alias
143,2577970,ENG-Premier League,2015-2016,Stoke,Bournemouth,alias
144,2577971,ENG-Premier League,2015-2016,Leicester,Arsenal,alias
145,2577961,ENG-Premier League,2015-2016,Liverpool,Aston Villa,exact
146,2577977,ENG-Premier League,2015-2016,Manchester United,Sunderland,exact
147,2577988,ENG-Premier League,2015-2016,West Ham,Norwich,alias
148,2577967,ENG-Premier League,2015-2016,Newcastle United,Chelsea,exact
149,2577985,ENG-Premier League,2015-2016,Watford,Crystal Palace,exact
150,2577986,ENG-Premier League,2015-2016,West Bromwich Albion,Everton,exact
151,2577994,ENG-Premier League,2015-2016,Crystal Palace,West Bromwich Albion,exact
152,2577980,ENG-Premier League,2015-2016,Aston Villa,Stoke,alias
153,2577981,ENG-Premier League,2015-2016,Bournemouth,Watford,exact
154,2577987,ENG-Premier League,2015-2016,Manchester City,Newcastle United,exact
155,2577979,ENG-Premier League,2015-2016,Norwich,Leicester,alias
156,2577978,ENG-Premier League,2015-2016,Sunderland,West Ham,alias
157,2577975,ENG-Premier League,2015-2016,Chelsea,Southampton,exact
158,2577989,ENG-Premier League,2015-2016,Everton,Liverpool,exact
159,2578001,ENG-Premier League,2015-2016,Swansea,Tottenham,alias
160,2577974,ENG-Premier League,2015-2016,Arsenal,Manchester United,exact
161,2577993,ENG-Premier League,2015-2016,Tottenham,Liverpool,alias
162,2577983,ENG-Premier League,2015-2016,Southampton,Leicester,alias
163,2577997,ENG-Premier League,2015-2016,West Bromwich Albion,Sunderland,exact
164,2577991,ENG-Premier League,2015-2016,Chelsea,Aston Villa,exact
165,2577992,ENG-Premier League,2015-2016,Crystal Palace,West Ham,alias
166,2577984,ENG-Premier League,2015-2016,Everton,Manchester United,exact
167,2577982,ENG-Premier League,2015-2016,Manchester City,Bournemouth,exact
168,2577990,ENG-Premier League,2015-2016,Watford,Arsenal,exact
169,2577995,ENG-Premier League,2015-2016,Newcastle United,Norwich,alias
170,2578007,ENG-Premier League,2015-2016,Swansea,Stoke,alias
171,2578004,ENG-Premier League,2015-2016,Aston Villa,Swansea,alias
172,2578005,ENG-Premier League,2015-2016,Leicester,Crystal Palace,alias
173,2578006,ENG-Premier League,2015-2016,West Ham,Chelsea,alias
174,2578008,ENG-Premier League,2015-2016,Norwich,West Bromwich Albion,alias
175,2577999,ENG-Premier League,2015-2016,Stoke,Watford,alias
176,2578002,ENG-Premier League,2015-2016,Arsenal,Everton,exact
177,2578019,ENG-Premier League,2015-2016,Sunderland,Newcastle United,exact
178,2577996,ENG-Premier League,2015-2016,Bournemouth,Tottenham,alias
179,2577998,ENG-Premier League,2015-2016,Manchester United,Manchester City,exact
180,2578000,ENG-Premier League,2015-2016,Liverpool,Southampton,exact
181,2578003,ENG-Premier League,2015-2016,Chelsea,Liverpool,exact
182,2578010,ENG-Premier League,2015-2016,Crystal Palace,Manchester United,exact
183,2578014,ENG-Premier League,2015-2016,Manchester City,Norwich,alias
184,2578015,ENG-Premier League,2015-2016,Newcastle United,Stoke,alias
185,2578013,ENG-Premier League,2015-2016,Swansea,Arsenal,alias
186,2578020,ENG-Premier League,2015-2016,Watford,West Ham,alias
187,2578012,ENG-Premier League,2015-2016,West Bromwich Albion,Leicester,alias
188,2578009,ENG-Premier League,2015-2016,Everton,Sunderland,exact
189,2578017,ENG-Premier League,2015-2016,Southampton,Bournemouth,exact
190,2578011,ENG-Premier League,2015-2016,Tottenham,Aston Villa,alias
191,2578024,ENG-Premier League,2015-2016,Bournemouth,Newcastle United,exact
192,2578022,ENG-Premier League,2015-2016,Leicester,Watford,alias
193,2578033,ENG-Premier League,2015-2016,Manchester United,West Bromwich Albion,exact
194,2578034,ENG-Premier League,2015-2016,Norwich,Swansea,alias
195,2578023,ENG-Premier League,2015-2016,West Ham,Everton,alias
196,2578027,ENG-Premier League,2015-2016,Sunderland,Southampton,exact
197,2578036,ENG-Premier League,2015-2016,Stoke,Chelsea,alias
198,2578016,ENG-Premier League,2015-2016,Aston Villa,Manchester City,exact
199,2578018,ENG-Premier League,2015-2016,Arsenal,Tottenham,alias
200,2578021,ENG-Premier League,2015-2016,Liverpool,Crystal Palace,exact
201,2578038,ENG-Premier League,2015-2016,Watford,Manchester United,exact
202,2578028,ENG-Premier League,2015-2016,Swansea,Bournemouth,alias
203,2578029,ENG-Premier League,2015-2016,Southampton,Stoke,alias
204,2578040,ENG-Premier League,2015-2016,West Bromwich Albion,Arsenal,exact
205,2578035,ENG-Premier League,2015-2016,Newcastle United,Leicester,alias
206,2578042,ENG-Premier League,2015-2016,Everton,Aston Villa,exact
207,2578025,ENG-Premier League,2015-2016,Chelsea,Norwich,alias
208,2578037,ENG-Premier League,2015-2016,Manchester City,Liverpool,exact
209,2578045,ENG-Premier League,2015-2016,Tottenham,West Ham,alias
210,2578026,ENG-Premier League,2015-2016,Crystal Palace,Sunderland,exact
211,2578046,ENG-Premier League,2015-2016,Sunderland,Stoke,alias
212,2578030,ENG-Premier League,2015-2016,Aston Villa,Watford,exact
213,2578032,ENG-Premier League,2015-2016,Bournemouth,Everton,exact
214,2578043,ENG-Premier League,2015-2016,Crystal Palace,Newcastle United,exact
215,2578041,ENG-Premier League,2015-2016,Manchester City,Southampton,exact
216,2578031,ENG-Premier League,2015-2016,Leicester,Manchester United,alias
217,2578044,ENG-Premier League,2015-2016,Tottenham,Chelsea,alias
218,2578050,ENG-Premier League,2015-2016,West Ham,West Bromwich Albion,alias
219,2578055,ENG-Premier League,2015-2016,Liverpool,Swansea,alias
220,2578039,ENG-Premier League,2015-2016,Norwich,Arsenal,alias
221,2578067,ENG-Premier League,2015-2016,Stoke,Manchester City,alias
222,2578054,ENG-Premier League,2015-2016,Swansea,Leicester,alias
223,2578052,ENG-Premier League,2015-2016,Watford,Norwich,alias
224,2578058,ENG-Premier League,2015-2016,West Bromwich Albion,Tottenham,alias
225,2578051,ENG-Premier League,2015-2016,Arsenal,Sunderland,exact
226,2578047,ENG-Premier League,2015-2016,Manchester United,West Ham,alias
227,2578049,ENG-Premier League,2015-2016,Southampton,Aston Villa,exact
228,2578053,ENG-Premier League,2015-2016,Chelsea,Bournemouth,exact
229,2578056,ENG-Premier League,2015-2016,Newcastle United,Liverpool,exact
230,2578048,ENG-Premier League,2015-2016,Everton,Crystal Palace,exact
231,2578069,ENG-Premier League,2015-2016,Norwich,Everton,alias
232,2578059,ENG-Premier League,2015-2016,Manchester City,Swansea,alias
233,2578061,ENG-Premier League,2015-2016,Sunderland,Watford,exact
234,2578063,ENG-Premier League,2015-2016,Crystal Palace,Southampton,exact
235,2578066,ENG-Premier League,2015-2016,West Ham,Stoke,alias
236,2578057,ENG-Premier League,2015-2016,Bournemouth,Manchester United,exact
237,2578062,ENG-Premier League,2015-2016,Aston Villa,Arsenal,exact
238,2578060,ENG-Premier League,2015-2016,Liverpool,West Bromwich Albion,exact
239,2578074,ENG-Premier League,2015-2016,Tottenham,Newcastle United,alias
240,2578065,ENG-Premier League,2015-2016,Leicester,Chelsea,alias
241,2578073,ENG-Premier League,2015-2016,West Bromwich Albion,Bournemouth,exact
242,2578082,ENG-Premier League,2015-2016,Southampton,Tottenham,alias
243,2578072,ENG-Premier League,2015-2016,Stoke,Crystal Palace,alias
244,2578070,ENG-Premier League,2015-2016,Chelsea,Sunderland,exact
245,2578068,ENG-Premier League,2015-2016,Everton,Leicester,alias
246,2578078,ENG-Premier League,2015-2016,Manchester United,Norwich,alias
247,2578079,ENG-Premier League,2015-2016,Newcastle United,Aston Villa,exact
248,2578076,ENG-Premier League,2015-2016,Watford,Liverpool,exact
249,2578071,ENG-Premier League,2015-2016,Swansea,West Ham,alias
250,2578064,ENG-Premier League,2015-2016,Arsenal,Manchester City,exact
251,2578086,ENG-Premier League,2015-2016,Stoke,Manchester United,alias
252,2578088,ENG-Premier League,2015-2016,Swansea,West Bromwich Albion,alias
253,2578087,ENG-Premier League,2015-2016,Tottenham,Norwich,alias
254,2578081,ENG-Premier League,2015-2016,Aston Villa,West Ham,alias
255,2578091,ENG-Premier League,2015-2016,Bournemouth,Crystal Palace,exact
256,2578080,ENG-Premier League,2015-2016,Chelsea,Watford,exact
257,2578077,ENG-Premier League,2015-2016,Liverpool,Leicester,alias
258,2578075,ENG-Premier League,2015-2016,Manchester City,Sunderland,exact
259,2578090,ENG-Premier League,2015-2016,Newcastle United,Everton,exact
260,2578083,ENG-Premier League,2015-2016,Southampton,Arsenal,exact
261,2578240,ENG-Premier League,2015-2016,West Bromwich Albion,Newcastle United,exact
262,2578275,ENG-Premier League,2015-2016,Watford,Tottenham,alias
263,2578219,ENG-Premier League,2015-2016,Norwich,Aston Villa,alias
264,2578221,ENG-Premier League,2015-2016,Crystal Palace,Swansea,alias
265,2578227,ENG-Premier League,2015-2016,Everton,Stoke,alias
266,2578225,ENG-Premier League,2015-2016,Arsenal,Bournemouth,exact
267,2578236,ENG-Premier League,2015-2016,Manchester United,Chelsea,exact
268,2578276,ENG-Premier League,2015-2016,West Ham,Southampton,alias
269,2578230,ENG-Premier League,2015-2016,Leicester,Manchester City,alias
270,2578224,ENG-Premier League,2015-2016,Sunderland,Liverpool,exact
271,2578277,ENG-Premier League,2015-2016,West Ham,Liverpool,alias
272,2578228,ENG-Premier League,2015-2016,West Bromwich Albion,Stoke,alias
273,2578266,ENG-Premier League,2015-2016,Arsenal,Newcastle United,exact
274,2578222,ENG-Premier League,2015-2016,Leicester,Bournemouth,alias
275,2578233,ENG-Premier League,2015-2016,Manchester United,Swansea,alias
276,2578220,ENG-Premier League,2015-2016,Norwich,Southampton,alias
277,2578247,ENG-Premier League,2015-2016,Sunderland,Aston Villa,exact
278,2578239,ENG-Premier League,2015-2016,Watford,Manchester City,exact
279,2578223,ENG-Premier League,2015-2016,Crystal Palace,Chelsea,exact
280,2578229,ENG-Premier League,2015-2016,Everton,Tottenham,alias
281,2578092,ENG-Premier League,2015-2016,Newcastle United,Manchester United,exact
282,2578089,ENG-Premier League,2015-2016,Aston Villa,Crystal Palace,exact
283,2578093,ENG-Premier League,2015-2016,Bournemouth,West Ham,alias
284,2578098,ENG-Premier League,2015-2016,Southampton,Watford,exact
285,2578099,ENG-Premier League,2015-2016,Stoke,Norwich,alias
286,2578085,ENG-Premier League,2015-2016,Swansea,Sunderland,alias
287,2578084,ENG-Premier League,2015-2016,Chelsea,West Bromwich Albion,exact
288,2578094,ENG-Premier League,2015-2016,Manchester City,Everton,exact
289,2578104,ENG-Premier League,2015-2016,Liverpool,Arsenal,exact
290,2578102,ENG-Premier League,2015-2016,Tottenham,Leicester,alias
291,2578109,ENG-Premier League,2015-2016,Tottenham,Sunderland,alias
292,2578117,ENG-Premier League,2015-2016,Manchester City,Crystal Palace,exact
293,2578101,ENG-Premier League,2015-2016,Newcastle United,West Ham,alias
294,2578100,ENG-Premier League,2015-2016,Southampton,West Bromwich Albion,exact
295,2578106,ENG-Premier League,2015-2016,Chelsea,Everton,exact
296,2578096,ENG-Premier League,2015-2016,Bournemouth,Norwich,alias
297,2578095,ENG-Premier League,2015-2016,Aston Villa,Leicester,alias
298,2578097,ENG-Premier League,2015-2016,Liverpool,Manchester United,exact
299,2578103,ENG-Premier League,2015-2016,Stoke,Arsenal,alias
300,2578105,ENG-Premier League,2015-2016,Swansea,Watford,alias
301,2578110,ENG-Premier League,2015-2016,Norwich,Liverpool,alias
302,2578114,ENG-Premier League,2015-2016,Crystal Palace,Tottenham,alias
303,2578118,ENG-Premier League,2015-2016,Manchester United,Southampton,exact
304,2578107,ENG-Premier League,2015-2016,Leicester,Stoke,alias
305,2578112,ENG-Premier League,2015-2016,West Bromwich Albion,Aston Villa,exact
306,2578128,ENG-Premier League,2015-2016,Sunderland,Bournemouth,exact
307,2578113,ENG-Premier League,2015-2016,Watford,Newcastle United,exact
308,2578115,ENG-Premier League,2015-2016,West Ham,Manchester City,alias
309,2578108,ENG-Premier League,2015-2016,Everton,Swansea,alias
310,2578111,ENG-Premier League,2015-2016,Arsenal,Chelsea,exact
311,2578116,ENG-Premier League,2015-2016,Arsenal,Southampton,exact
312,2578123,ENG-Premier League,2015-2016,Leicester,Liverpool,alias
313,2578120,ENG-Premier League,2015-2016,Norwich,Tottenham,alias
314,2578119,ENG-Premier League,2015-2016,Sunderland,Manchester City,exact
315,2578136,ENG-Premier League,2015-2016,West Ham,Aston Villa,alias
316,2578122,ENG-Premier League,2015-2016,Crystal Palace,Bournemouth,exact
317,2578126,ENG-Premier League,2015-2016,Manchester United,Stoke,alias
318,2578121,ENG-Premier League,2015-2016,West Bromwich Albion,Swansea,alias
319,2578125,ENG-Premier League,2015-2016,Everton,Newcastle United,exact
320,2578131,ENG-Premier League,2015-2016,Watford,Chelsea,exact
321,2578141,ENG-Premier League,2015-2016,Manchester City,Leicester,alias
322,2578145,ENG-Premier League,2015-2016,Newcastle United,West Bromwich Albion,exact
323,2578129,ENG-Premier League,2015-2016,Stoke,Everton,alias
324,2578133,ENG-Premier League,2015-2016,Tottenham,Watford,alias
325,2578139,ENG-Premier League,2015-2016,Swansea,Crystal Palace,alias
326,2578127,ENG-Premier League,2015-2016,Aston Villa,Norwich,alias
327,2578134,ENG-Premier League,2015-2016,Liverpool,Sunderland,exact
328,2578132,ENG-Premier League,2015-2016,Southampton,West Ham,alias
329,2578124,ENG-Premier League,2015-2016,Bournemouth,Arsenal,exact
330,2578130,ENG-Premier League,2015-2016,Chelsea,Manchester United,exact
331,2578140,ENG-Premier League,2015-2016,Sunderland,Manchester United,exact
332,2578137,ENG-Premier League,2015-2016,Swansea,Southampton,alias
333,2578149,ENG-Premier League,2015-2016,Norwich,West Ham,alias
334,2578146,ENG-Premier League,2015-2016,Everton,West Bromwich Albion,exact
335,2578138,ENG-Premier League,2015-2016,Crystal Palace,Watford,exact
336,2578152,ENG-Premier League,2015-2016,Bournemouth,Stoke,alias
337,2578135,ENG-Premier League,2015-2016,Chelsea,Newcastle United,exact
