league,season,team,player,matches,minutes,dispossessed,miscontrol,dispossessed_p90,miscontrol_p90,turnovers_p90
ENG-Premier League,2015-2016,AFC Bournemouth,Adam Federici,6,520.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,AFC Bournemouth,Adam Smith,31,2252.0,37,38,1.4786856127886325,1.5186500888099466,2.997335701598579
ENG-Premier League,2015-2016,AFC Bournemouth,Andrew Surman,38,3616.0,24,25,0.5973451327433629,0.6222345132743363,1.2195796460176993
ENG-Premier League,2015-2016,AFC Bournemouth,Artur Boruc,32,3042.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,AFC Bournemouth,Benik Afobe,15,958.0,18,35,1.6910229645093944,3.288100208768267,4.979123173277662
ENG-Premier League,2015-2016,AFC Bournemouth,Callum Wilson,13,817.0,26,27,2.864137086903305,2.974296205630355,5.83843329253366
ENG-Premier League,2015-2016,AFC Bournemouth,Charlie Daniels,37,3467.0,44,36,1.1421978655898473,0.9345255263916932,2.0767233919815404
ENG-Premier League,2015-2016,AFC Bournemouth,Dan Gosling,34,2589.0,55,55,1.9119351100811124,1.9119351100811124,3.8238702201622248
ENG-Premier League,2015-2016,AFC Bournemouth,Eunan O''Kane,15,789.0,10,9,1.1406844106463878,1.0266159695817492,2.167300380228137
ENG-Premier League,2015-2016,AFC Bournemouth,Eunan O'Kane,1,34.0,0,2,0.0,5.294117647058823,5.294117647058823
ENG-Premier League,2015-2016,AFC Bournemouth,Glenn Murray,19,750.0,19,32,2.28,3.84,6.119999999999999
ENG-Premier League,2015-2016,AFC Bournemouth,Harry Arter,21,1701.0,28,30,1.4814814814814816,1.5873015873015872,3.068783068783069
ENG-Premier League,2015-2016,AFC Bournemouth,Joshua King,31,1978.0,76,100,3.4580384226491407,4.55005055611729,8.00808897876643
ENG-Premier League,2015-2016,AFC Bournemouth,Juan Manuel Iturbe Arévalo,2,69.0,4,0,5.217391304347826,0.0,5.217391304347826
ENG-Premier League,2015-2016,AFC Bournemouth,Junior Stanislas,21,1499.0,37,30,2.2214809873248833,1.801200800533689,4.0226817878585726
ENG-Premier League,2015-2016,AFC Bournemouth,Lee Tomlin,6,316.0,8,8,2.278481012658228,2.278481012658228,4.556962025316456
ENG-Premier League,2015-2016,AFC Bournemouth,Lewis Grabban,15,636.0,24,22,3.3962264150943393,3.1132075471698113,6.509433962264151
ENG-Premier League,2015-2016,AFC Bournemouth,Marc Pugh,26,1422.0,49,44,3.10126582278481,2.7848101265822787,5.886075949367088
ENG-Premier League,2015-2016,AFC Bournemouth,Matt Ritchie,37,3122.0,55,55,1.5855221012171685,1.5855221012171685,3.171044202434337
ENG-Premier League,2015-2016,AFC Bournemouth,Max-Alain Gradel,14,905.0,23,30,2.287292817679558,2.983425414364641,5.270718232044199
ENG-Premier League,2015-2016,AFC Bournemouth,Ryan Allsop,1,54.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,AFC Bournemouth,Shaun MacDonald,3,44.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,AFC Bournemouth,Simon Francis,38,3616.0,20,26,0.497787610619469,0.6471238938053098,1.1449115044247788
ENG-Premier League,2015-2016,AFC Bournemouth,Steve Cook,36,3370.0,5,4,0.13353115727002968,0.10682492581602374,0.2403560830860534
ENG-Premier League,2015-2016,AFC Bournemouth,Sylvain Distin,12,901.0,2,0,0.1997780244173141,0.0,0.1997780244173141
ENG-Premier League,2015-2016,AFC Bournemouth,Tokelo Anthony Rantie,3,59.0,1,2,1.5254237288135593,3.0508474576271185,4.576271186440678
ENG-Premier League,2015-2016,AFC Bournemouth,Tommy Elphick,12,1076.0,2,2,0.16728624535315983,0.16728624535315983,0.33457249070631967
ENG-Premier League,2015-2016,AFC Bournemouth,Tyrone Mings,1,11.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,AFC Bournemouth,Yann Kermorgant,7,163.0,5,0,2.7607361963190185,0.0,2.7607361963190185
ENG-Premier League,2015-2016,Arsenal,Aaron Ramsey,31,2761.0,63,61,2.053603766751177,1.9884099963781239,4.042013763129301
ENG-Premier League,2015-2016,Arsenal,Alex Iwobi,13,649.0,17,20,2.357473035439137,2.773497688751926,5.130970724191063
ENG-Premier League,2015-2016,Arsenal,Alex Oxlade-Chamberlain,22,996.0,30,26,2.710843373493976,2.3493975903614457,5.0602409638554215
ENG-Premier League,2015-2016,Arsenal,Alexis Alejandro Sánchez Sánchez,30,2528.0,99,90,3.5245253164556964,3.2041139240506333,6.72863924050633
ENG-Premier League,2015-2016,Arsenal,Calum Chambers,12,382.0,2,6,0.47120418848167545,1.413612565445026,1.8848167539267013
ENG-Premier League,2015-2016,Arsenal,Daniel Nii Tackie Mensah Welbeck,11,598.0,18,22,2.709030100334448,3.3110367892976593,6.0200668896321075
ENG-Premier League,2015-2016,Arsenal,David Ospina Ramírez,4,379.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Arsenal,Francis Joseph Coquelin,26,1760.0,23,12,1.1761363636363635,0.6136363636363636,1.789772727272727
ENG-Premier League,2015-2016,Arsenal,Gabriel Armando de Abreu,21,1909.0,5,8,0.23572551073860662,0.3771608171817706,0.6128863279203772
ENG-Premier League,2015-2016,Arsenal,Héctor Bellerín Moruno,36,3410.0,45,34,1.187683284457478,0.8973607038123168,2.0850439882697946
ENG-Premier League,2015-2016,Arsenal,Ignacio Monreal Eraso,37,3424.0,9,20,0.23656542056074764,0.5257009345794392,0.7622663551401869
ENG-Premier League,2015-2016,Arsenal,Jack Wilshere,3,150.0,1,4,0.6000000000000001,2.4000000000000004,3.0000000000000004
ENG-Premier League,2015-2016,Arsenal,Joel Nathaniel Campbell Samuels,19,919.0,21,24,2.05658324265506,2.3503808487486397,4.406964091403699
ENG-Premier League,2015-2016,Arsenal,Kieran Gibbs,15,451.0,8,7,1.5964523281596452,1.3968957871396896,2.9933481152993346
ENG-Premier League,2015-2016,Arsenal,Laurent Koscielny,33,2993.0,11,7,0.3307718008686936,0.2104911460073505,0.5412629468760441
ENG-Premier League,2015-2016,Arsenal,Mathieu Debuchy,2,143.0,3,1,1.8881118881118881,0.6293706293706294,2.5174825174825175
ENG-Premier League,2015-2016,Arsenal,Mathieu Flamini,16,1152.0,6,6,0.46875,0.46875,0.9375
ENG-Premier League,2015-2016,Arsenal,Mesut Özil,35,3146.0,66,86,1.8881118881118881,2.460267005721551,4.34837889383344
ENG-Premier League,2015-2016,Arsenal,Mikel Arteta Amatriain,9,199.0,0,5,0.0,2.261306532663317,2.261306532663317
ENG-Premier League,2015-2016,Arsenal,Mohamed Naser Elsayed Elneny,11,824.0,5,10,0.5461165048543689,1.0922330097087378,1.6383495145631066
ENG-Premier League,2015-2016,Arsenal,Olivier Giroud,38,2571.0,48,100,1.6802800466744456,3.500583430571762,5.180863477246207
ENG-Premier League,2015-2016,Arsenal,Per Mertesacker,24,2228.0,2,7,0.08078994614003591,0.28276481149012567,0.3635547576301616
ENG-Premier League,2015-2016,Arsenal,Petr Čech,34,3221.0,1,0,0.027941633033219497,0.0,0.027941633033219497
ENG-Premier League,2015-2016,Arsenal,Santiago Cazorla González,15,1362.0,21,11,1.3876651982378854,0.7268722466960352,2.1145374449339207
ENG-Premier League,2015-2016,Arsenal,Theo Walcott,28,1445.0,41,28,2.5536332179930796,1.7439446366782005,4.29757785467128
ENG-Premier League,2015-2016,Aston Villa,Adama Traoré Diarra,10,248.0,13,11,4.717741935483871,3.991935483870968,8.70967741935484
ENG-Premier League,2015-2016,Aston Villa,Alan Hutton,28,2487.0,17,24,0.6151990349819059,0.8685162846803377,1.4837153196622435
ENG-Premier League,2015-2016,Aston Villa,Aly Cissokho,18,1703.0,6,3,0.31708749266001174,0.15854374633000587,0.4756312389900176
ENG-Premier League,2015-2016,Aston Villa,Andre Green,2,68.0,1,1,1.3235294117647058,1.3235294117647058,2.6470588235294117
ENG-Premier League,2015-2016,Aston Villa,Ashley Westwood,32,2866.0,16,12,0.5024424284717376,0.3768318213538032,0.8792742498255408
ENG-Premier League,2015-2016,Aston Villa,Bradley Guzan,28,2674.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Aston Villa,Carles Gil de Pareja Vicent,23,1490.0,40,38,2.4161073825503356,2.295302013422819,4.7114093959731544
ENG-Premier League,2015-2016,Aston Villa,Carlos Alberto Sánchez Moreno,20,1444.0,7,11,0.4362880886426593,0.685595567867036,1.1218836565096952
ENG-Premier League,2015-2016,Aston Villa,"Charles N""Zogbia",2,52.0,0,2,0.0,3.4615384615384617,3.4615384615384617
ENG-Premier League,2015-2016,Aston Villa,Ciaran Clark,18,1538.0,4,10,0.2340702210663199,0.5851755526657997,0.8192457737321196
ENG-Premier League,2015-2016,Aston Villa,Gabriel Imuetinyan Agbonlahor,15,1070.0,15,16,1.2616822429906542,1.3457943925233646,2.607476635514019
ENG-Premier League,2015-2016,Aston Villa,Idrissa Gana Gueye,35,3223.0,56,50,1.5637604716103009,1.3962147067949116,2.9599751784052124
ENG-Premier League,2015-2016,Aston Villa,Jack Grealish,16,892.0,33,21,3.329596412556054,2.118834080717489,5.448430493273543
ENG-Premier League,2015-2016,Aston Villa,Joleon Lescott,30,2774.0,8,14,0.2595529920692141,0.4542177361211247,0.7137707281903388
ENG-Premier League,2015-2016,Aston Villa,Jordan Amavi,10,893.0,16,12,1.612541993281075,1.209406494960806,2.821948488241881
ENG-Premier League,2015-2016,Aston Villa,Jordan Ayew,30,2550.0,100,107,3.5294117647058822,3.776470588235294,7.305882352941176
ENG-Premier League,2015-2016,Aston Villa,Jordan Lyden,4,160.0,1,4,0.5625,2.25,2.8125
ENG-Premier League,2015-2016,Aston Villa,Jordan Veretout,25,1917.0,24,29,1.1267605633802817,1.3615023474178403,2.488262910798122
ENG-Premier League,2015-2016,Aston Villa,José Ángel Crespo Rincón,1,96.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Aston Villa,Kevin Toner,4,337.0,2,3,0.5341246290801187,0.8011869436201781,1.3353115727002969
ENG-Premier League,2015-2016,Aston Villa,Kieran Richardson,11,775.0,13,12,1.5096774193548386,1.3935483870967742,2.903225806451613
ENG-Premier League,2015-2016,Aston Villa,Leandro Bacuna,31,2544.0,25,22,0.8844339622641509,0.7783018867924528,1.6627358490566038
ENG-Premier League,2015-2016,Aston Villa,Libor Kozák,4,273.0,3,17,0.989010989010989,5.604395604395604,6.593406593406593
ENG-Premier League,2015-2016,Aston Villa,Mark Bunn,10,948.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Aston Villa,Micah Richards,24,2160.0,19,10,0.7916666666666667,0.41666666666666663,1.2083333333333335
ENG-Premier League,2015-2016,Aston Villa,Rudy Gestede,32,1828.0,23,62,1.1323851203501094,3.052516411378556,4.1849015317286655
ENG-Premier League,2015-2016,Aston Villa,Rushian Hepburn-Murphy,1,8.0,0,2,0.0,22.5,22.5
ENG-Premier League,2015-2016,Aston Villa,Scott Sinclair,27,1685.0,48,65,2.5637982195845694,3.4718100890207717,6.035608308605341
ENG-Premier League,2015-2016,Aston Villa,Tetchi Jores Charlemagne Ulrich Okore,12,1139.0,4,8,0.3160667251975417,0.6321334503950834,0.948200175592625
ENG-Premier League,2015-2016,Chelsea,Abdul Rahman Baba,15,1082.0,12,9,0.9981515711645101,0.7486136783733826,1.7467652495378927
ENG-Premier League,2015-2016,Chelsea,Alexandre Rodrigues da Silva,2,135.0,6,4,4.0,2.666666666666667,6.666666666666667
ENG-Premier League,2015-2016,Chelsea,Asmir Begović,17,1489.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Chelsea,Bertrand Isidore Traoré,10,408.0,6,19,1.3235294117647058,4.1911764705882355,5.514705882352941
ENG-Premier League,2015-2016,Chelsea,Branislav Ivanović,33,3088.0,14,12,0.4080310880829015,0.34974093264248707,0.7577720207253886
ENG-Premier League,2015-2016,Chelsea,César Azpilicueta Tanco,37,3385.0,12,24,0.3190546528803545,0.638109305760709,0.9571639586410635
ENG-Premier League,2015-2016,Chelsea,Diego da Silva Costa,28,2490.0,95,109,3.433734939759036,3.9397590361445785,7.373493975903615
ENG-Premier League,2015-2016,Chelsea,Eden Hazard,31,2327.0,74,63,2.8620541469703484,2.4366136656639448,5.298667812634293
ENG-Premier League,2015-2016,Chelsea,Fikayo Tomori,1,35.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Chelsea,Francesc Fàbregas i Soler,37,3059.0,42,26,1.2356979405034325,0.7649558679306963,2.0006538084341288
ENG-Premier League,2015-2016,Chelsea,Gary Cahill,23,2084.0,6,3,0.2591170825335893,0.12955854126679464,0.3886756238003839
ENG-Premier League,2015-2016,Chelsea,Jake-Liam Clarke-Salter,1,21.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Chelsea,John Michael Nchekwube Obinna,25,1900.0,9,10,0.42631578947368426,0.47368421052631576,0.9
ENG-Premier League,2015-2016,Chelsea,John Terry,24,2141.0,1,0,0.04203643157403082,0.0,0.04203643157403082
ENG-Premier League,2015-2016,Chelsea,Juan Guillermo Cuadrado Bello,1,30.0,1,0,3.0,0.0,3.0
ENG-Premier League,2015-2016,Chelsea,Kurt Happy Zouma,23,2035.0,3,5,0.13267813267813267,0.22113022113022113,0.3538083538083538
ENG-Premier League,2015-2016,Chelsea,Loïc Rémy,13,345.0,8,13,2.0869565217391304,3.3913043478260874,5.478260869565218
ENG-Premier League,2015-2016,Chelsea,Matt Miazga,2,139.0,0,1,0.0,0.6474820143884893,0.6474820143884893
ENG-Premier League,2015-2016,Chelsea,Nemanja Matić,33,2586.0,41,23,1.4269141531322507,0.8004640371229699,2.2273781902552203
ENG-Premier League,2015-2016,Chelsea,Oscar dos Santos Emboaba Júnior,27,1854.0,45,39,2.1844660194174756,1.8932038834951457,4.077669902912621
ENG-Premier League,2015-2016,Chelsea,Pedro Eliezer Rodríguez Ledesma,29,2119.0,42,49,1.7838603114676737,2.0811703633789524,3.865030674846626
ENG-Premier League,2015-2016,Chelsea,Radamel Falcao García Zárate,10,291.0,6,8,1.8556701030927836,2.4742268041237114,4.3298969072164954
ENG-Premier League,2015-2016,Chelsea,Ramires Santos do Nascimento,12,652.0,14,7,1.932515337423313,0.9662576687116565,2.8987730061349697
ENG-Premier League,2015-2016,Chelsea,Robert Kenedy Nunes do Nascimento,14,618.0,21,13,3.058252427184466,1.8932038834951457,4.951456310679612
ENG-Premier League,2015-2016,Chelsea,Ruben Loftus-Cheek,13,462.0,19,10,3.7012987012987013,1.948051948051948,5.64935064935065
ENG-Premier League,2015-2016,Chelsea,Tammy Bakumo-Abraham,2,64.0,2,4,2.8125,5.625,8.4375
ENG-Premier League,2015-2016,Chelsea,Thibaut Courtois,23,2197.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Chelsea,Willian Borges da Silva,35,2861.0,66,55,2.0761971338692766,1.7301642782243971,3.8063614120936737
ENG-Premier League,2015-2016,Crystal Palace,Adrian Mariappa,3,262.0,2,1,0.6870229007633587,0.34351145038167935,1.030534351145038
ENG-Premier League,2015-2016,Crystal Palace,Alex McCarthy,7,668.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Crystal Palace,Bakary Sako,20,1130.0,38,24,3.0265486725663715,1.911504424778761,4.938053097345133
ENG-Premier League,2015-2016,Crystal Palace,Brede Hangeland,7,667.0,2,0,0.2698650674662669,0.0,0.2698650674662669
ENG-Premier League,2015-2016,Crystal Palace,Chung-Yong Lee,13,434.0,16,6,3.3179723502304146,1.2442396313364057,4.56221198156682
ENG-Premier League,2015-2016,Crystal Palace,Connor Wickham,21,1377.0,35,64,2.2875816993464055,4.183006535947713,6.470588235294118
ENG-Premier League,2015-2016,Crystal Palace,Damien Delaney,32,3038.0,6,6,0.17774851876234365,0.17774851876234365,0.3554970375246873
ENG-Premier League,2015-2016,Crystal Palace,Dwight Gayle,16,874.0,14,30,1.4416475972540046,3.0892448512585813,4.530892448512586
ENG-Premier League,2015-2016,Crystal Palace,Emmanuel Adebayor,12,656.0,22,22,3.0182926829268295,3.0182926829268295,6.036585365853659
ENG-Premier League,2015-2016,Crystal Palace,Fraizer Campbell,11,401.0,4,17,0.8977556109725685,3.8154613466334166,4.713216957605985
ENG-Premier League,2015-2016,Crystal Palace,Glenn Murray,2,126.0,3,3,2.142857142857143,2.142857142857143,4.285714285714286
ENG-Premier League,2015-2016,Crystal Palace,Hiram Boateng,1,24.0,2,1,7.5,3.75,11.25
ENG-Premier League,2015-2016,Crystal Palace,James McArthur,28,2272.0,34,17,1.3468309859154928,0.6734154929577464,2.020246478873239
ENG-Premier League,2015-2016,Crystal Palace,Jason Puncheon,31,2714.0,53,61,1.7575534266764925,2.0228445099484156,3.780397936624908
ENG-Premier League,2015-2016,Crystal Palace,Joe Ledley,19,1041.0,6,8,0.5187319884726225,0.69164265129683,1.2103746397694524
ENG-Premier League,2015-2016,Crystal Palace,Joel Ward,30,2837.0,25,15,0.7930912936200211,0.4758547761720127,1.2689460697920338
ENG-Premier League,2015-2016,Crystal Palace,Jonathan Williams,1,15.0,1,0,6.0,0.0,6.0
ENG-Premier League,2015-2016,Crystal Palace,Jordon Mutch,20,885.0,16,24,1.6271186440677967,2.4406779661016946,4.067796610169491
ENG-Premier League,2015-2016,Crystal Palace,Julián Speroni,2,187.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Crystal Palace,Marouane Chamakh,10,298.0,3,7,0.9060402684563758,2.1140939597315436,3.0201342281879193
ENG-Premier League,2015-2016,Crystal Palace,Martin Kelly,13,1107.0,4,2,0.3252032520325203,0.16260162601626016,0.4878048780487805
ENG-Premier League,2015-2016,Crystal Palace,Mile Jedinak,27,1665.0,9,9,0.4864864864864865,0.4864864864864865,0.972972972972973
ENG-Premier League,2015-2016,Crystal Palace,Pape N''Diaye Souaré,34,3181.0,26,31,0.7356177302734989,0.877082678403018,1.6127004086765169
ENG-Premier League,2015-2016,Crystal Palace,Patrick Bamford,6,153.0,3,7,1.7647058823529411,4.117647058823529,5.88235294117647
ENG-Premier League,2015-2016,Crystal Palace,Scott Dann,35,3328.0,4,12,0.10817307692307693,0.3245192307692308,0.4326923076923077
ENG-Premier League,2015-2016,Crystal Palace,Sullay Kaikai,1,48.0,0,1,0.0,1.875,1.875
ENG-Premier League,2015-2016,Crystal Palace,Wayne Hennessey,29,2755.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Crystal Palace,Wilfried Zaha,34,2603.0,135,117,4.6676911256242795,4.045332308874375,8.713023434498655
ENG-Premier League,2015-2016,Crystal Palace,Yannick Bolasie Yala,26,2188.0,66,70,2.7148080438756854,2.8793418647166362,5.594149908592321
ENG-Premier League,2015-2016,Crystal Palace,Yohan Cabaye,33,2776.0,44,18,1.4265129682997117,0.5835734870317003,2.010086455331412
ENG-Premier League,2015-2016,Everton,Aaron Lennon,25,1631.0,18,23,0.9932556713672595,1.2691600245248313,2.262415695892091
ENG-Premier League,2015-2016,Everton,Arouna Koné,25,1530.0,42,52,2.4705882352941178,3.0588235294117645,5.529411764705882
ENG-Premier League,2015-2016,Everton,Brendan Joel Zibusiso Galloway,15,1279.0,5,16,0.3518373729476153,1.125879593432369,1.4777169663799845
ENG-Premier League,2015-2016,Everton,Bryan Oviedo,14,1048.0,10,9,0.8587786259541985,0.7729007633587787,1.631679389312977
ENG-Premier League,2015-2016,Everton,Callum Connolly,1,42.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Everton,Darron Gibson,7,267.0,2,1,0.6741573033707865,0.33707865168539325,1.0112359550561798
ENG-Premier League,2015-2016,Everton,El-Hadji Baye Oumar Niasse,5,159.0,3,4,1.6981132075471697,2.2641509433962264,3.962264150943396
ENG-Premier League,2015-2016,Everton,Gareth Barry,33,2998.0,26,12,0.7805203468979319,0.3602401601067379,1.1407605070046698
ENG-Premier League,2015-2016,Everton,Gerard Deulofeu Lázaro,26,1460.0,51,44,3.1438356164383565,2.712328767123288,5.856164383561644
ENG-Premier League,2015-2016,Everton,Guangtai Jiang,5,317.0,0,1,0.0,0.28391167192429023,0.28391167192429023
ENG-Premier League,2015-2016,Everton,James McCarthy,29,2586.0,13,20,0.45243619489559167,0.6960556844547564,1.148491879350348
ENG-Premier League,2015-2016,Everton,Joel Robles Blázquez,13,1241.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Everton,John Stones,33,2934.0,21,9,0.6441717791411044,0.27607361963190186,0.9202453987730062
ENG-Premier League,2015-2016,Everton,Jonjoe Kenny,1,65.0,1,0,1.3846153846153846,0.0,1.3846153846153846
ENG-Premier League,2015-2016,Everton,José Ramiro Funes Mori,28,2383.0,5,8,0.1888375996642887,0.30214015946286193,0.49097775912715064
ENG-Premier League,2015-2016,Everton,Kevin Mirallas,23,1166.0,25,27,1.9296740994854202,2.084048027444254,4.013722126929674
ENG-Premier League,2015-2016,Everton,Kieran O''Neill Dowell,2,77.0,5,3,5.844155844155844,3.5064935064935066,9.35064935064935
ENG-Premier League,2015-2016,Everton,Leighton Baines,18,1571.0,8,8,0.45830681094844045,0.45830681094844045,0.9166136218968809
ENG-Premier League,2015-2016,Everton,Leon Osman,9,260.0,4,6,1.3846153846153846,2.076923076923077,3.4615384615384617
ENG-Premier League,2015-2016,Everton,Matthew Pennington,4,313.0,2,0,0.5750798722044728,0.0,0.5750798722044728
ENG-Premier League,2015-2016,Everton,Muhamed Bešić,12,604.0,14,3,2.0860927152317883,0.4470198675496689,2.5331125827814573
ENG-Premier League,2015-2016,Everton,Phil Jagielka,21,1948.0,3,5,0.13860369609856263,0.23100616016427103,0.36960985626283366
ENG-Premier League,2015-2016,Everton,Romelu Lukaku Menama,37,3319.0,95,122,2.5760771316661644,3.3082253690870744,5.884302500753239
ENG-Premier League,2015-2016,Everton,Ross Barkley,38,3194.0,94,78,2.6487163431433935,2.1978710081402633,4.846587351283657
ENG-Premier League,2015-2016,Everton,Steven Naismith,10,486.0,10,13,1.8518518518518519,2.4074074074074074,4.2592592592592595
ENG-Premier League,2015-2016,Everton,Steven Pienaar,4,149.0,3,3,1.8120805369127515,1.8120805369127515,3.624161073825503
ENG-Premier League,2015-2016,Everton,Séamus Coleman,28,2501.0,33,26,1.1875249900039986,0.9356257497001199,2.1231507397041183
ENG-Premier League,2015-2016,Everton,Tim Howard,25,2373.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Everton,Tom Cleverley,22,1697.0,12,14,0.6364172068355922,0.7424867413081909,1.3789039481437833
ENG-Premier League,2015-2016,Everton,Tom Davies,2,106.0,0,4,0.0,3.3962264150943393,3.3962264150943393
ENG-Premier League,2015-2016,Everton,Tony Hibbert,1,50.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Leicester City,Andrej Kramarić,2,35.0,0,2,0.0,5.142857142857142,5.142857142857142
ENG-Premier League,2015-2016,Leicester City,Andrew Philip King,25,1189.0,9,7,0.6812447434819175,0.5298570227081582,1.2111017661900756
ENG-Premier League,2015-2016,Leicester City,Christian Fuchs,32,2866.0,11,16,0.3454291695743196,0.5024424284717376,0.8478715980460572
ENG-Premier League,2015-2016,Leicester City,Daniel Amartey,5,125.0,2,1,1.44,0.72,2.16
ENG-Premier League,2015-2016,Leicester City,Danny Drinkwater,35,3190.0,37,24,1.0438871473354232,0.677115987460815,1.7210031347962382
ENG-Premier League,2015-2016,Leicester City,Danny Simpson,30,2780.0,6,14,0.19424460431654675,0.4532374100719424,0.6474820143884892
ENG-Premier League,2015-2016,Leicester City,Demarai Gray,12,242.0,10,6,3.71900826446281,2.231404958677686,5.950413223140496
ENG-Premier League,2015-2016,Leicester City,Gökhan İnler,5,206.0,4,2,1.7475728155339805,0.8737864077669902,2.6213592233009706
ENG-Premier League,2015-2016,Leicester City,Jamie Vardy,36,3322.0,49,82,1.3275135460565926,2.22155328115593,3.5490668272125228
ENG-Premier League,2015-2016,Leicester City,Jeffrey Schlupp,24,1486.0,31,33,1.8775235531628531,1.9986541049798117,3.876177658142665
ENG-Premier League,2015-2016,Leicester City,Joe Dodoo,1,29.0,1,1,3.103448275862069,3.103448275862069,6.206896551724138
ENG-Premier League,2015-2016,Leicester City,José Leonardo Ulloa,29,1102.0,32,40,2.613430127041742,3.266787658802178,5.88021778584392
ENG-Premier League,2015-2016,Leicester City,Kasper Schmeichel,38,3619.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Leicester City,Marc Albrighton,38,2837.0,39,46,1.237222418047233,1.459287980260839,2.696510398308072
ENG-Premier League,2015-2016,Leicester City,Marcin Ryszard Wasilewski,4,322.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Leicester City,N''Golo Kanté,36,3108.0,49,42,1.4189189189189189,1.2162162162162162,2.635135135135135
ENG-Premier League,2015-2016,Leicester City,N'Golo Kanté,1,96.0,1,2,0.9375,1.875,2.8125
ENG-Premier League,2015-2016,Leicester City,Nathan Dyer,12,285.0,8,11,2.526315789473684,3.473684210526316,6.0
ENG-Premier League,2015-2016,Leicester City,Ritchie De Laet,12,701.0,3,3,0.38516405135520687,0.38516405135520687,0.7703281027104137
ENG-Premier League,2015-2016,Leicester City,Riyad Mahrez,37,3104.0,108,93,3.131443298969072,2.696520618556701,5.827963917525773
ENG-Premier League,2015-2016,Leicester City,Robert Huth,35,3336.0,3,8,0.08093525179856116,0.2158273381294964,0.29676258992805754
ENG-Premier League,2015-2016,Leicester City,Shinji Okazaki,36,2115.0,68,72,2.8936170212765955,3.0638297872340425,5.957446808510638
ENG-Premier League,2015-2016,Leicester City,Wes Morgan,38,3619.0,9,10,0.22381873445703235,0.2486874827300359,0.47250621718706826
ENG-Premier League,2015-2016,Leicester City,Yohan Benalouane,4,95.0,2,0,1.894736842105263,0.0,1.894736842105263
ENG-Premier League,2015-2016,Liverpool,Adam David Lallana,30,2197.0,49,62,2.007282658170232,2.539827036868457,4.547109695038689
ENG-Premier League,2015-2016,Liverpool,Alberto Moreno Pérez,32,2700.0,32,20,1.0666666666666667,0.6666666666666667,1.7333333333333334
ENG-Premier League,2015-2016,Liverpool,Bradley Shaun Smith,4,317.0,5,5,1.419558359621451,1.419558359621451,2.839116719242902
ENG-Premier League,2015-2016,Liverpool,Cameron Brannagan,3,126.0,0,1,0.0,0.7142857142857142,0.7142857142857142
ENG-Premier League,2015-2016,Liverpool,Christian Benteke Liolo,29,1660.0,39,60,2.1144578313253013,3.253012048192771,5.367469879518072
ENG-Premier League,2015-2016,Liverpool,Connor Steven Randall,3,172.0,2,3,1.0465116279069768,1.569767441860465,2.616279069767442
ENG-Premier League,2015-2016,Liverpool,Daniel Andre Sturridge,14,1029.0,27,27,2.361516034985423,2.361516034985423,4.723032069970846
ENG-Premier League,2015-2016,Liverpool,Daniel William John Ings,6,362.0,6,8,1.4917127071823204,1.9889502762430937,3.480662983425414
ENG-Premier League,2015-2016,Liverpool,Danny Ward,2,190.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Liverpool,Dejan Lovren,24,2007.0,3,5,0.13452914798206278,0.2242152466367713,0.3587443946188341
ENG-Premier League,2015-2016,Liverpool,Divock Okoth Origi,16,726.0,31,26,3.8429752066115705,3.2231404958677685,7.066115702479339
ENG-Premier League,2015-2016,Liverpool,Emre Can,30,2625.0,41,52,1.4057142857142857,1.7828571428571427,3.1885714285714286
ENG-Premier League,2015-2016,Liverpool,James Philip Milner,28,2552.0,78,45,2.750783699059561,1.586990595611285,4.337774294670846
ENG-Premier League,2015-2016,Liverpool,Joe Allen,19,799.0,15,11,1.6896120150187737,1.2390488110137672,2.928660826032541
ENG-Premier League,2015-2016,Liverpool,Joe Gomez,5,456.0,8,2,1.5789473684210527,0.39473684210526316,1.973684210526316
